reviewerID,asin,reviewerName,helpful,reviewText,overall,summary_x,unixReviewTime,reviewTime,row_id,sentiment,categories,keywords,summary_y
A3O9JAQME0YOB0,B0002CZW0Y,Robert Biehn,"[0, 0]","This pop-filter rocks. I like it a lot, does well compared to lots of other filters I tried. It's got a nice look too.",5,Does the job well!,1364515200,"03 29, 2013",624,positive,Sound Quality,performs well | nice look | compared favorably to others,Pop filter performs well compared to other models and has an attractive appearance.
A2N7F3MVCTAOYP,B0002CZW0Y,Ronnie Roper,"[0, 0]","Use this for home recordings and some voice over recordings for work. I like the long neck on it and its a double filter so you get a tad bit extra. I tested it against my single filter and it did make a difference, as expected. It makes sense that if you have an additional layer there it will filter more effectively, but I wasnt sure if it would effect tone or highs, and I didnt notice either effected.",5,Great pop filter with long neck,1346284800,"08 30, 2012",625,positive,Sound Quality,double filter design | long neck | effective filtering | no tonal impact,Double-layer pop filter with long neck provides effective filtering without affecting tone or highs.
A2Z84UZPX7064Q,B0002CZW0Y,Zane V. Simon,"[0, 0]",This filter arrived very quickly! I use it with a Scarlett mic and it does exactly what a pop filter should. Good purchase.,5,Pretty Good Filter for the price,1374969600,"07 28, 2013",637,positive,Microphone Quality,pop filter | quick delivery | works as intended,Pop filter arrived quickly and performs its function well with a Scarlett mic.
A2NOZB6VZCTOI4,B0002CZZW4,Robert I. Hedges,"[1, 1]","Spectraflex makes great cables. I bought this right angle 10' red cable for my older Ibanez guitar. This cable is built to be extremely durable, is made in the USA, and comes with a lifetime warrantee. The 20 gauge construction and rugged nylon braiding makes for a very low noise cable, and the connectors are very secure and feel quite substantial (especially compared to a cheaper Fender cable I had been using that required almost constant tightening.) Though Spectraflex cables are not the least expensive (nor the most expensive,) they are a great value and I am definitely a fan. I recommend this cable without reservations.",5,A Great Heavy-Duty Braided Cable,1351814400,"11 2, 2012",647,positive,Cable Quality | Durability | Build Quality,right angle cable | USA made | lifetime warranty | low noise | secure connectors,"Durable Spectraflex cable with excellent build quality, secure connectors, and great value."
A1XNCV67JBJVF7,B0002CZZW4,Sam Beckett,"[1, 1]","I purchased three of these (three different colors) to make a mini-snake for my keyboard to their Di's. I typically used Mogami 2524/Neutrik, but need cakes while in the road (I usually roll my own to exact length). These have worked well, quiet, no handling noise, seem well built (I treat cables well, so I don't really test them with under tough circumstances) and hopefully will remain in their spot for the foreseeable future. They are used 6 nights a week, and after 50 uses, no problems. I recommend them (plus, for live, the fabric cables in different colors are great for easily identifying which is which for a road crew member who might not know audio well.). Nice pieces...",5,pleased with the cables.,1368662400,"05 16, 2013",648,positive,Cable Quality | Build Quality,mini-snake cables | quiet | well built | fabric cover | color coding,Well-built cables with quiet performance and helpful color identification for road use.
A2SH4497XM1HET,B0002CZZW4,Timothy L. Obriant,"[0, 0]",This has become my number one cable for my Carvin bass. I gig with it a couple times per week and it has been rock solid. I only use something different if I need a longer reach. And I love the tweed cover. Very satisfied with this one.,5,Great cable.,1385337600,"11 25, 2013",653,positive,Cable Quality | Durability,bass cable | gigging twice weekly | rock solid | tweed cover,Reliable cable that performs consistently during regular gigging with appealing tweed design.
A1L7M2JXN4EZCR,B0002D0096,David G,"[0, 0]",Might work well for recording too when you take the output jack. Speaker is acceptable quality but can't be compared with a Fender amp as this one has 5 watts and a small speaker and the other has 10-20 watts. I'm opting for the convenience of the size. I got this after getting a couple smaller amps and headphone monitor plugs since it has both and was better sound with good effects. I like the 'brit' setting. I sound like a rock star with it. Good product for practice or recording. You could get away with microphone to amplify it for a gig. But for around the same price you could get a Fender amp. This product works for me and the quality is pretty good. Other mini amps and similar accessories are toys compared to this.,5,Nice portable amplifier for practice,1382400000,"10 22, 2013",655,mixed,Sound Quality | Ease of Use,5 watt amp | small speaker | good effects | brit setting | practice amp,"Compact practice amp with decent sound and effects, though limited compared to larger amplifiers."
A158NXQZK3SZ9N,B0002D01K4,"Altech ""Alan""","[0, 0]",Now-a-days I just search amazon because they have always got what I want at reasonable prices. This is no exception. I am not a musican but wanted a case to carry my Epiphone Les Paul Custom Pro to the guitar guy for setup etc. This was was better then I expected. It is sturdy outside and nice fusion inside with a tight but not too tight fit. In other words great all around. I know it sits on a self with many other guitars when I take it in to the guitar guys so I am perfectly confident that it is well protected. and it is lockable (with key)If you are looking for a more then good case for your Epi LP just get this one. You will not be disappointed.Also. I ordered it on a tuesday and it came the next day. No special shipping. Maybe it is my locations but that was great too. Well packed.,5,This case is it.,1400025600,"05 14, 2014",668,positive,Fit and Sizing | Build Quality | Durability,Les Paul case | sturdy exterior | plush interior | lockable | well protected,"Sturdy, well-fitting case with plush interior and lockable security features."
A2CKMJU4WD3XDE,B0002D01K4,Evan Anderson,"[17, 19]","This case it built really well, it has really nice plush interior... storage area for picks-strings-tuning fork-etc in the neck, it DOES have a lock on one of the latches. The case actually kind of stuck the first few days after i got; so much so that i thought it was locked with the key inside when i first got it. Turns out thats actually impossible to do with this case unless you have an extra key... so dont worry. Just dont be an idiot like me and give it a good tug when you get it.Above all it fits my Epi LP perfectly... as it should! hehe.",5,Fits well and very durable,1197331200,"12 11, 2007",673,positive,Build Quality | Fit and Sizing,plush interior | storage compartment | lockable latch | perfect fit,Well-built case with plush interior and ample storage fits Epiphone LP perfectly.
A18C03TA8N26L4,B0002D01K4,Javier Fernandez,"[3, 3]","Hello, I bought a Epiphone Goth Studio guitar and I also bought this beauty. I'm very satisfied with the quality of this case, as it makes my guitar looks very nice and very nice protected.",5,WHAT YOU EXPECT FOR A CASE,1292198400,"12 13, 2010",676,positive,Build Quality | Durability,quality case | nice appearance | well protected,High-quality case that protects guitar and enhances its appearance.
A2JZTK0WGJCMGN,B0002D01K4,SuperGlide,"[1, 1]","I could not believe the quality of this case, fits my Epiphone Les Paul 100 like a glove. Very plush interior, plenty of storage and very durable.",5,Wow!,1389139200,"01 8, 2014",683,positive,Build Quality | Fit and Sizing | Durability,excellent quality | perfect fit | plush interior | durable storage,"Excellent case with perfect fit, plush interior, and durable construction."
AMY8AUDIBXHCI,B0002D01PY,The Picker,"[0, 0]",nuff said.works great.latest purchace is used as a trigger on my drum machineused the CODA kick pedaltrigger a boss sound moduleplay it all the timealso use one on my Vocalist. and eff mute. and chan change.like the option of NC or NO. saved my gig just tonight when one of my Midi controllers lost it mind an needed NO instead of normal NC.,5,have a bunch of these,1363392000,"03 16, 2013",700,positive,Pedal Function | Ease of Use,drum machine trigger | NC or NO option | versatile | reliable,Versatile pedal trigger with switchable contact options that performed reliably during live performance.
AT9G9PT2K0PLB,B0002D02IU,Linda S. Frederickson,"[1, 1]",It is my son's first guitar and he is learning on it well. It is still in great condition. good quality Guitar!,5,Great Guitar!,1374537600,"07 23, 2013",704,positive,Build Quality | Durability,son's first guitar | learning well | great condition | good quality,"Son is learning well on this durable, good quality guitar that remains in great condition."
AYQCAPXJ81XTN,B0002D02IU,paul day,"[28, 29]","this thing plays great!! action is low but does not buzz, very easy to chord.i highly recomend this guitar.",5,WOW!!!!!!!!!,1291852800,"12 9, 2010",705,positive,String Performance | Ease of Use,plays great | low action | no buzz | easy to chord,"Guitar plays great with low action, no buzzing, and easy chording."
A1LHMSY3Q46PJS,B0002D02RQ,"Bob ""Bob in Big Bear Ca""","[0, 0]","I've been buying Dunlop pick for at least 15 years now, and I love the feel and the grip. The picks last for a really long time, and I would recommend getting several thickness' for different applications. But for sitting in a room playing around, with my acoustics and electric guitars this is a decent all round pick",5,Great picks that work great on both acoustic and electric guitars,1218672000,"08 14, 2008",708,positive,Pick Performance,Dunlop pick | feel and grip | long lasting | different thicknesses,"Dunlop picks offer excellent feel, grip, and durability across different thicknesses."
A20TFY5J3WNJU2,B0002D02RQ,crazy finger magic,"[0, 0]",Sounds great. I own 5 different gauges. I like the gripping surface. .90 is my favorite gauge and the rounded tip is super fast.,5,great picks.,1399680000,"05 10, 2014",710,positive,Pick Performance,sounds great | gripping surface | .90 gauge favorite | rounded tip fast,These picks sound great with excellent grip and fast-playing rounded tip.
APEJ8EJCC8PQ8,B0002D02RQ,F. Jones,"[0, 0]",Guitar picks make a huge part of your tone. Especially on acoustic. These are the best acoustic picks on the market today in my opinion. They have a long life and do brighten your tone. Freshening up the picks is easy just by rubbing them on your carpet or carpet scrap to bring back the original shape.,5,These are the best picks on the market,1357689600,"01 9, 2013",711,positive,Pick Performance | Sound Quality,best acoustic picks | long life | brighten tone | easy refresh,These are the best acoustic picks with long life and tone brightening properties.
A362IZKSMV6MA8,B0002D02RQ,Garot M. Conklin,"[0, 0]","These are nice, I like the 1.14 rigidity and these are just fine for me... you will wear them out on acoustics though if you are a more aggressive player as I am. Once these are worn, as with most picks, they sound considerably different. Much more grainy and tin-y but that may be a plus for you? I also like the side edges for a real mellow and / or speeding picking style. They stay in your fingers well.",4,it's a Pick,1400025600,"05 14, 2014",712,mixed,Pick Performance,1.14 rigidity fine | wear out on acoustics | sound changes when worn | excellent grip,"Good rigidity and grip, but picks wear quickly with aggressive acoustic playing and sound deteriorates."
AD4MJT7YYVHP7,B0002D02RQ,GJack,"[0, 0]",The grip is excellent. But I prefer the 1.14 Sharps over these. These are sturdy and look like I won't be needing another set for quite some time,4,Same material as Jazz III Yellow,1364947200,"04 3, 2013",713,positive,Pick Performance,excellent grip | sturdy | long lasting | prefers 1.14 Sharps,Sturdy picks with excellent grip that last a long time.
AKHWZ3S1UVZAO,B0002D02RQ,Hagen LeBray,"[0, 0]","We all have different tastes in guitar picks, I know, As I wrote elsewhere, the Dunlop Tortex are awful for acoustic, in my opinion. These Ultex are much better. Not as noisy, better feel. Still not my favorites. I'll have them with me for spares.",3,Not Bad Picks...,1402617600,"06 13, 2014",714,mixed,Pick Performance | Sound Quality,better than Tortex | less noisy | better feel | not favorites,"Better than Tortex with less noise and better feel, but not personal favorites."
A23HJIRA5PIMG0,B0002D02RQ,"Michael A. Rammel ""sixxstring""","[0, 2]",I bought the wrong gauge. I read a review that said that you should get a size less then you really want but they are wrong. I bought the .90 gauge at Guitar Center and love them. These were made for that Dave Mustain muted crunch sound. I don't know if I will use these forever but for right now I love them. Just hard enough for speed picking but light enough to stay in your hand without moving around like 1 mils do.Dunlop Ultex sound awesome and so far they still look like new.Buy em!!!!,2,Good picks but...,1347926400,"09 18, 2012",715,positive,Pick Performance | Sound Quality,.90 gauge perfect | muted crunch sound | speed picking capable | stays in hand,The .90 gauge Ultex picks are ideal for speed picking with muted crunch sound and excellent hand grip.
A3ITN3125FJETP,B0002D02RQ,Tachyon,"[0, 0]","Grabbed these on impulse as I needed some new ones. Normally I used the old Fender Medium or Heavy picks, but I gotta say these are great. Stiff but flexible enough to maneuver plus they glide nicely. Not sure what could be said to prove it, but they just feel great.",5,Pickin!,1394150400,"03 7, 2014",718,positive,Pick Performance,stiff but flexible | glide nicely | great feel | better than Fender,These picks feel great with stiff yet flexible design and smooth glide compared to Fender picks.
AKDQ6O42VUK1U,B0002D070I,Loren Shirk,"[0, 0]","Great pickup, combined with the Fishman Aura Spectrum D.I. you will have an excellent experience. Even the pick up by itself into a quality amp will make you happy.",5,Best going,1395705600,"03 25, 2014",730,positive,Sound Quality,great pickup | excellent experience | quality amp,"Excellent pickup that delivers great sound, especially when paired with quality amplification."
A2W8RH6YUNXH83,B0002D0B4K,HoboKing67,"[0, 0]","Ok, so I just installed these things for my KRK 6's (no stands...just sitting on two other speakers). What can I say? The bass, which previously had disappeared in my studio, is now present again! My monitors sounded kinda thin before because I was losing so much energy to my desk, but these things have made a ton of difference! My stereo image even feels wider now!Sure, they're a little pricy, but hey...THEY WORK! If that's what they want to charge for them, and people continue to buy them, I'm cool with that! I'm happy with the reults my $40 got me!5/5!",5,Auralex Does It Again,1327968000,"01 31, 2012",733,positive,Stand Stability,bass present | isolation from desk | wider stereo image,Isolation pads significantly improved studio monitor performance and bass response.
A3K6M4WXNTYQEM,B0002D0B4K,Keane O'Kelley,"[0, 0]","I'm using them to angle my speakers up in addition to isolating them from the desk surface. Unfortunately, these angle the speakers down by default, so I had to do some cutting and rearranging, but it worked out. If you need to cut these to fit your speakers, try to find something better than scissors, because it's quite hard to cut the foam evenly with them.",3,They work,1375833600,"08 7, 2013",735,mixed,Stand Stability | Fit and Sizing,angles speakers down | hard to cut foam | isolation works,Isolation pads work well but require difficult cutting and modification for proper speaker angling.
AAYAXHC63IX1D,B0002D0B4K,RB,"[0, 0]","Just what I needed for my Home Studio Monitors that sit on the table next to my Computer and my DAW system, was surprised at how many different versions I was sent, they all work well thanks heaps......",5,These Do the Job,1357257600,"01 4, 2013",738,positive,Stand Stability,studio monitors | multiple versions | effective isolation,Multiple versions of isolation pads work well for studio monitor placement.
A21Q29J3ZWPDNP,B0002D0C1C,From Detroit,"[7, 7]","As a guitarist who's had the opportunity to work at Guitar Center (back in 1999), trying each type of string on the market was a fairly inexpensive and easy task. While I'll chose D'Addario EXL's for electric, Martin SP are my top choice for acoustic. The sound and reliability are unmatched for the money. They also have a neat bronze shimmer to them... Granted that's only aesthetic.",5,My top choice for acoustic,1255737600,"10 17, 2009",742,positive,String Performance,Martin SP acoustic strings | sound and reliability | bronze shimmer,Martin SP acoustic strings offer unmatched sound quality and reliability for the price.
A12O5B8XNKNBOL,B0002D0C1C,Jon,"[0, 0]",Ive been trying different strings for years!!! Ive been stuck on elixirs for some time now and wanted a change. These are very bright and clean!!!! very playable!!!,5,Great Strings!,1395878400,"03 27, 2014",743,positive,String Performance,very bright and clean | playable | change from Elixir,"Bright, clean, and highly playable strings that offer a welcome change from previous brands."
A23NSKTMSPPBTR,B0002D0C1C,Wayne,"[8, 12]","Martin makes a variety of good sounding strings, and these are toward the light end. The sound is bright, but lacks a fullness found with some of the heavier strings such asMartin MSP4150 SP Phosphor Bronze Acoustic Guitar Strings, Light-Medium.The custom light are easier to play and have a bright tone to them, but can make a guitar sound like a cheaper model compared to the Light-Medium. Some disadvantages to the thinner strings are that they can limit your dynamics. If you strum harder, they are more stretchy and the tuning will be less consistent, changing the tone for the same reason a ""bend"" would. If you play at a fairly consistent sound level you can expect more of a bright sound than a resonant one.On the other hand, compared to some other brands with more of a dampened sound, the brightness can make an instrument sound quite good.Depending on your style, these might be a good choice. If you are used to playing a solid body electric with a lighter feel to the strings that make medium strings uncomfortable, these might seem more at home. If you are used to Martin medium strings, but want something that you can play for a few extra hours a day without feeling as if you are overdoing things, you might like these too, but when you pick up a guitar with the Martin Medium strings, you may find that even a cheaper guitar sounds better in comparison to these on a more upscale one.I wouldn't say I dislike these, and I wouldn't quite say that those who gave it five stars oversold them, because they may deserve five stars for your particular needs. But as an all around choice, there are better sounding ones from Martin. But it's a moot point if you don't feel comfortable playing them. Make sure to read a variety of reviews before deciding because there are other equally valid viewpoints just as each player is unique.",3,A lightweight contender,1308614400,"06 21, 2011",745,mixed,String Performance,bright tone | lacks fullness | easier to play | tuning inconsistency,Light strings offer brightness and playability but lack fullness and tuning consistency of heavier options.
A3QSZ2SE3HUSXM,B0002D0CA8,bluezman714,"[0, 0]",These are one of the best strings I've used. I'm a blues guitarist so they take a beating well. Very much worth the cost and I thank Amazon for having them!,5,Great,1315872000,"09 13, 2011",747,positive,String Performance | Durability,best strings used | take a beating | worth the cost,Durable strings that withstand heavy playing and deliver excellent value.
A10NJEIG56RHN5,B0002D0CAI,doreen cascagnette,"[0, 0]","Fast shipping, great price and most of all great stings, very satisfied would buy these strings again and would recommend to a friend.",5,Great Srings,1392768000,"02 19, 2014",758,positive,String Performance | Value for Price,fast shipping | great price | great strings,Great strings at a good price with fast shipping and reliable quality.
A6LHCT7P53RSA,B0002D0CAI,R. Caldwell,"[0, 0]",These were purchased for my sons guitar. He loves them. I plan on buying him another set of them for Christmas.,5,Perfect!,1353456000,"11 21, 2012",761,positive,String Performance,son loves them | repurchasing | gift worthy,High-quality strings that exceed expectations and warrant repurchase.
A2G12DY50U700V,B0002D0CAI,Ricky Shows,"[0, 0]","The Martin MSP4200 SP Phosphor Bronze Acoustic Guitar Strings, Medium are very good strings that are just below strings like Elixer's except they are much much less expensive.",5,"Martin MSP4200 SP Phosphor Bronze Acoustic Guitar Strings, Medium",1390953600,"01 29, 2014",763,positive,String Performance | Value for Price,high quality | affordable | comparable to premium brands,Excellent strings offering near-premium quality at significantly lower cost.
A3O9JAQME0YOB0,B0002D0CAI,Robert Biehn,"[0, 0]","With a nice clean, crisp sound, inexpensive price, and durable history, I've made these strings apart of my acoustic set. I've got at least 6 spares at home right now. XD",5,Favorite!,1364515200,"03 29, 2013",764,positive,String Performance | Durability | Value for Price,clean crisp sound | durable | inexpensive | stocks spares,Reliable durable strings with excellent sound and great value proposition.
A3G6HCQFH5DE28,B0002D0CAI,Special K,"[0, 0]",I am not a connoisseur but nothing great about these strings. They have pretty good sound but they seem to die quickly.,4,Good enough,1389052800,"01 7, 2014",765,negative,String Performance | Durability,good sound | die quickly | short lifespan,Decent sound quality but strings lose tone too quickly.
A2P83FWHR36WN1,B0002D0CAI,Todd S.,"[0, 0]",I've used these strings for quite a while now. They have a fantactic tonal quality and longevity. If you're looking for a good string that last a fair amount of time before dead string syndrome hits... I'd recommend these.,5,Love 'em!,1297987200,"02 18, 2011",766,positive,String Performance | Durability,fantastic tonal quality | longevity | long-lasting,Excellent tonal quality and durability before strings degrade significantly.
A1LHMSY3Q46PJS,B0002D0CEO,"Bob ""Bob in Big Bear Ca""","[0, 0]","I've used everything you can think of in the way of picks and the Tortex are one of my favorites. I have at least 100 of them in various thickness' and these and the Claytons, are all I need. The Claytons are great too, but there are times that I want a different thichness and with the Tortex and Claytons you can find the perfect pick for anything you want to play. They last forever and have a great grip.You gotta try them out",5,Tortex Picks are simply great,1218672000,"08 14, 2008",774,positive,Pick Performance,favorite picks | variety of thicknesses | durable | great grip,Excellent durable picks with versatile thickness options and strong grip.
A1IT51TW0UI2LM,B0002D0CEO,"D. Jones ""Thinker, Warrior, Teacher""","[1, 1]","I think Tortex / Delrin picks are the standard that others are judged by.Durable, good to gripping surface, easy to identify thicknesses by color.The only way I can think of to improve these would be to replace the black ink logo and script with some sort of raised embossing.Then your fingers will not smudge and the grip would be even better.Take a look at ""Cactus Picks"" to get an idea of what I mean.",5,Great picks - Tortex / Delrin are the way to go,1269907200,"03 30, 2010",782,mixed,Pick Performance,standard quality | durable | good grip | smudging issue | logo design,"Reliable durable picks with good grip, but ink logo smudges reduce usability."
AKHWZ3S1UVZAO,B0002D0CEO,Hagen LeBray,"[0, 0]","I've been playing guitar for over 40 years, and these Tortex picks are nearly the worst I'v ever used. They are so noisy that they overpower the guitar strings with their clackity-clack noise. Dunlop Ultex picks sound much better.",2,"Not the Worst, but Close",1402358400,"06 10, 2014",788,negative,Pick Performance | Sound Quality,noisy | clackity-clack | overpowers strings | poor sound,Picks produce excessive noise that overwhelms guitar string sound quality.
A2F26OVBDC7WWA,B0002D0CEO,"Hannah Bananaz ""fall out at my disco""","[0, 0]","thankfully i still have most of these picks. i'm always losing them, but they work super well and i will always buy this brand from now on.",5,great picks,1383436800,"11 3, 2013",789,positive,Pick Performance,work super well | reliable | loyal repeat buyer,Effective reliable picks that perform well and maintain customer loyalty.
A2GA2GM4LWESIC,B0002D0CEO,Jean Hanna Davis,"[0, 0]","I love these picks. The flex is just right for me, and they last forever. I have never had one break.",5,Favorite pick,1361232000,"02 19, 2013",792,positive,Pick Performance | Durability,perfect flex | never break | long-lasting | exceptional durability,Excellent flexible picks with outstanding durability and never breaking.
A3M4FU3WQWJHMP,B0002D0CEO,Joehorse,"[0, 0]","Good picks, great feel and brings out sound loudly. Mostly for Electrics. I prefer the lighter sound of the Acoustic but these work very well with my friends Electric, Fender.",4,Good picks mostly for the Electrics,1314316800,"08 26, 2011",794,positive,Pick Performance | Sound Quality,great feel | loud sound | electric guitar | excellent performance,Great picks with good feel that produce loud sound ideal for electric guitars.
AG1ZYSLKQCLMD,B0002D0CEO,Jon S,"[0, 0]","I used to use a lot thinner pick until reading an article from Paul Gilbert saying that in order to play fast you need a minimum of 1mm. These things are great and yes, I can shred faster now!",5,Just about perfect,1379376000,"09 17, 2013",795,positive,Pick Performance,1mm thickness | faster shredding | improved speed,Thicker picks enable faster playing technique.
A1T3PBZ7DVBC26,B0002D0CEO,Mark Burgess,"[0, 0]",I've used these picks for years with great results. If you've never used this stile picks you won't be sorry.,5,If you need some good picks try these out,1386288000,"12 6, 2013",799,positive,Pick Performance,years of use | great results | style picks,Reliable picks with consistent performance over time.
A29GXZXORG2DS0,B0002D0CEO,Princessdeo,"[0, 0]","These guitar picks are just the best. Simply put. They are easy to grip onto, even when your hands are sweaty from rocking out all day. Highly recommended. I will never use any other guitar pick other than a Dunlop Tortex. I use the green 88mm picks, and also the orange 60mm ones. I recommend you buy both the green picks and orange picks. Great for beginners or the pros.",5,simple the best,1293667200,"12 30, 2010",809,positive,Pick Performance | Fit and Sizing,easy grip | sweaty hands | 88mm and 60mm sizes,Excellent grip and versatile sizing for all skill levels.
A2T305UHZJ21L1,B0002D0CGC,Edgar Moses Jones,"[0, 0]",I am a bass player so I like my picks to be a bit thicker and wider. I tend to Play with Fender 346 so I was pleasantly surprised when I found that this pick worked really well for me.,4,A good Pick,1362960000,"03 11, 2013",828,positive,Pick Performance,thick and wide | bass player | Fender compatibility,Thick pick works well for bass playing.
A3V1A3C9DTLPME,B0002D0CGC,"Peter Faden ""robilar5500""","[2, 2]","I've been using Dunlop Nylons for almost as long as I've been playing guitar (twenty one years now). I find the .60's are just a bit too thin, but for more chord strumming style playing, such as playing rhythm, the .73's are perfect. They are flexible, but not flimsy. The tips will wear down after a while as with all picks. I estimate that a solid thirty to forty hours of playing is all you'll get with a pristine tip. However, they're definitely still usable after that. One other advantage these picks have is that they never break. So, i dont see how you can go wrong.",5,I use these picks for standard chord strumming.,1310774400,"07 16, 2011",837,mixed,Pick Performance | Durability,flexible but not flimsy | 30-40 hours of use | tips wear down | never breaks,"Durable picks with good flexibility, though tips wear down over time."
A3NMQFWLXPP8EV,B0002D0CGC,"Tabasco24 ""The Cheese""","[0, 0]","These picks are nylon, so each one will last you a couple of years (as long as you don't lose them!!) this is thicker than the .60mm, so you can dig into the strings a little better, but still a hair flimsier than the Snarling Dogs .73mm picks (I know, they're the same size, but trust me these are &#34;flimsier&#34;), and the grip is ok. You can't go wrong here.",4,"Almost as good as Snarling Dogs picks, but not quite",1401408000,"05 30, 2014",841,mixed,Pick Performance | Durability,lasts couple years | slightly flimsier | decent grip | better string dig,"Long-lasting pick with decent grip, slightly less rigid than alternatives."
A149F91FB9WTW6,B0002D0CGM,luiszo,"[0, 0]","i purchased the .38mm and these (.46mm). after using the .38mm and learning how to use the pick now i feel better using these. i like the small amount of texture provided in the grip area. not too much, but at least something.",5,excellent,1393804800,"03 3, 2014",850,positive,Pick Performance | Fit and Sizing,46mm thickness | slight texture grip | learning progression,Good grip texture and suitable for advancing players.
A346EQ2V4W531N,B0002D0CGM,"Shannon V ""sjveb""","[0, 0]",ive been using dunlop nylon standard picks since the early 80s. they have never let me down. very comfortable in the hand.,4,great product,1373414400,"07 10, 2013",852,positive,Pick Performance,since early 80s | never let down | comfortable,"Reliable, comfortable picks with decades of consistent performance."
A3MTR7P9PYAALX,B0002D0CGW,Craig Richard Gillette,"[1, 1]","I only use Dunlops. For a number of reasons. First, the texture of the plastic gives a good sound, and easier to hold on to. Second, the ""grippy"" texture they put on them makes them easier to hold on to. Thirdly, they make many sizes, for all the right occasions. Two thumbs up!",5,I only use Dunlops,1347926400,"09 18, 2012",856,positive,Pick Performance | Sound Quality | Fit and Sizing,textured plastic | grippy texture | many sizes | good sound,Quality texture provides good sound and grip with versatile sizing options.
A2XF1IANVPK7F,B0002D0CGW,Jason Maitlen,"[0, 0]",Durable and affordable. The .60mm is a perfect thickness for those looking to strum and occasionally pick.,5,60mm is a perfect thickness for those looking to strum and occasionally pick,1403913600,"06 28, 2014",858,positive,Pick Performance | Durability | Value for Price,durable | affordable | .60mm thickness | strumming and picking,"Affordable, durable pick versatile for strumming and picking."
A3GHV54CDBCKO4,B0002D0CIK,cincinnatislim,"[0, 0]","I've been using the Dunlop Delrin 500 2.0 picks. Purple ones with the turtle/500 on them. I thought I had found my pick. Because they were so slippery, I had to rough up each side to have enough texture to improve the grip (I'd rub each flat side against the edge of a honing stone). At the music store I stumbled on the Dunlop Gator Grip 2.0. Yes they do offer a better grip (I think they're still a little slippery but much better than the Delrin 500). But since I solved that problem with the honing stone, I was more curious. So - again, they are better, grip wise, but I was very surprised at the difference in tone. They give a much mellower tone than the 500s and since I'm using these with flat wound 12s on an archtop - the less bright sound often is a better tone overall. 500s seem to be a harder material and are brighter. I don't know what the Gators are made of but I do like the difference in sound. I'm not sure how they'd work on round wound strings - but great for jazz tones.",5,Extra mellow sound.  A great pick,1382745600,"10 26, 2013",866,mixed,Pick Performance,slippery texture | grip improvement | mellower tone | brighter sound | jazz tones,"Gator Grip picks offer better grip and mellower tone than Delrin 500s, ideal for jazz on flatwound strings."
ABZYVME9NYCQG,B0002D0CIK,Hitthespot,"[0, 0]",You can't go wrong with these picks if you enjoy a full size pick. They have a better grip and a more full sound (to my ears) over the Tortex picks. I have since went to the Jazz picks but these picks are a solid product.,5,Very Good Product,1361059200,"02 17, 2013",871,positive,Pick Performance,better grip | full size pick | full sound | solid product,Full-size Gator Grip picks deliver superior grip and sound compared to Tortex alternatives.
A1E5FQZTUM8OC1,B0002D0CIK,Kenwood,"[1, 1]",This pick is great for strumming. Some people are complaining about the grip but they are better than celluloid picks in that regard. If you are looking for the best grip you need to find a pick that has a textured grip.,4,Good for Strumming,1375920000,"08 8, 2013",872,positive,Pick Performance,great for strumming | better grip | textured grip,"Good for strumming with grip superior to celluloid picks, though textured picks offer better control."
A22SZV0N4O2FQM,B0002D0CKI,"Amazon Customer ""remo""","[0, 0]","I got these picks a week ago and have fell in love with them. I generally use a Dunlop 1.0m pick, but have to switch to a thinner pick for rhythm play. This, of course, can be very annoying, especially if playing rhythm and lead parts in the same song. These Big Stubby picks have solved that problem. They are easy to hold onto, great for leads, and because of the way they are shaped don't hang on to the strings like the regular picks do. Great picks. Definitely worth the little extra they cost.",5,Great pick for all types of rock playing,1288828800,"11 4, 2010",879,positive,Pick Performance,easy to hold | great for leads | solved thickness problem | rhythm and lead,Big Stubby picks solve the need to switch gauges between lead and rhythm playing effectively.
A3QTFLU2ZWH7WS,B0002D0CL2,Audie,"[0, 0]","I use different kinds of picks, this one is very special, the strings rings out really pleasant, and great for speed picking too!",5,Dunlop Jazz III Pick,1386979200,"12 14, 2013",900,positive,Pick Performance,pleasant ring | speed picking | great tone,This pick produces a pleasant tone and excels at speed picking.
A23HJIRA5PIMG0,B0002D0CL2,"Michael A. Rammel ""sixxstring""","[0, 0]","These are shred picks, they are very accurate. Pinch harmonics come easily. The point is made to scream over wound strings, gallops, are a breeze. I gave one to the other guitarist in my band now he only uses them.",5,The best picks for blues and metal!!!!,1334620800,"04 17, 2012",906,positive,Pick Performance,accurate shred | pinch harmonics | point design | wound strings,Shred pick enables easy pinch harmonics and gallop playing on wound strings.
A356YVTEMDX69J,B0002D0CL2,"Psych PhD ""Psych PhD""","[0, 0]","I love these picks. Great for lead playing, and with small fingers like I have, they feel great! Nice quality pick.",5,Small-size picks for petite hands! :),1378166400,"09 3, 2013",908,positive,Pick Performance | Fit and Sizing,great for lead | small fingers | nice quality | comfortable feel,High-quality pick perfect for lead playing and players with small hands.
A28L530VL9GK5K,B0002D0CLC,Rock Daisy,"[0, 0]",I bought this in a few colors so my other reviews are on as well. I like the thickness of this pick. Easy to hang onto when strumming. Love the tone I can obtain too.,5,Good one!,1383523200,"11 4, 2013",921,positive,Pick Performance,good thickness | easy to hold | great tone | strumming,Well-balanced thickness delivers easy grip and excellent tone for strumming.
