rating,date,variation,verified_reviews,feedback,row_id,sentiment,categories,keywords,summary
5,30-Jul-18,Black  Spot,"This device is perfect for a smart nightstand clock. I love how it dims based on the ambient light in the room. Its the first nightstand clock I have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep. The screen on this dims when the lights in the room go out and is not bothersome at all.Overall a great addition to my smart home. Its nice to be able to tell Alexa to turn on/off the bedroom lights without even getting out of bed or reaching for your phone. I have a bunch of other Alexa devices, but this was the first one with a screen.",1,617,positive,Screen and Display | Smart Home Integration | Design and Appearance,ambient light dimming | perfect nightstand clock | bedroom light control | non-bothersome display | smart home integration,Excellent smart nightstand clock with adaptive dimming and convenient voice control for bedroom lights.
5,30-Jul-18,White  Spot,"I love this thing. I talk to it through walls and in other rooms. I have been an amazon lover for a while so I have amazon music unlimited, kindle unlimited, prime video, etc., so I was ready for this when it came out. The screen is just so nice to have.The only thing resembling a down side is that it doesn't always perfectly understand which song I want to hear, but I do have a deep southern accent, lower Alabama, so I don't speak English anyways.",1,618,positive,Voice Recognition | Screen and Display | Alexa Skills and Features,works through walls | nice screen | voice recognition with accent | Amazon ecosystem integration,Great device with reliable voice control and useful screen for Amazon ecosystem subscribers.
4,30-Jul-18,Black  Spot,Smaller than I thought it would be. Happy I got a stand so it sits up higher on the bedside table.,1,619,positive,Design and Appearance,compact size | stand accessory | bedside placement,Compact device that benefits from a stand for bedside table positioning.
4,30-Jul-18,White  Spot,Echo Spot works well except it does not work with the Ring doorbell as it states on the website. Since they were sold as a pair I thought that it would be app ready. Unfortunately that is not case. Perhaps Ring will update so that they can be integrated.,1,620,negative,Smart Home Integration | Device Reliability,Ring doorbell incompatible | website misrepresentation | integration failure | bundled product issue,Device advertised to work with Ring doorbell but lacks promised integration functionality.
5,30-Jul-18,White  Spot,"We've owned a number of Echo devices, but have viewed them as more of a toy than a tool. Other than playing music through a sound system, we haven't found much use for them. We just don't find the voice user interface to be all that efficient. The Echo Spot solves the efficiency problem by displaying the information that you're routinely interested in. Furthermore, you can do some basic navigation using the touch screen as well as tailor the settings. We now use these as bedside clocks.",1,621,positive,Screen and Display | Alexa Skills and Features,solves efficiency problem | bedside clock use | touchscreen navigation | information display | settings customization,Echo Spot addresses inefficiency of voice-only interfaces and works well as a configurable bedside clock.
5,30-Jul-18,White  Spot,I love my Echo Spot. Waking to my favorite music. Being able to completely turn off display at night so my bedroom is dark. All the skills I have yet to try. Easy to use.,1,622,positive,Screen and Display | Alexa Skills and Features,favorite music alarm | complete display off | dark bedroom | easy to use | many skills available,"Loved for music alarms, complete display shutdown for sleep, and ease of use with many skill options."
4,30-Jul-18,Black  Spot,"I like how small it is, but I’m still able to see my Ring cameras.",1,623,positive,Design and Appearance | Smart Home Integration,compact size | Ring camera viewing | visible display,Small form factor allows convenient Ring camera monitoring on display.
5,30-Jul-18,Black  Spot,Great for checking in on my son after school when I'm still at work. Love getting the weather and traffic in the morning so I can plan my route accordingly,1,624,positive,Smart Home Integration | Alexa Skills and Features,remote monitoring | weather updates | traffic information | route planning | parental check-in,Useful for remote child monitoring and providing daily weather and traffic information.
5,30-Jul-18,Black  Spot,Love it!! Super fun! Easy to use! My three year old even gets involved,1,625,positive,Alexa Skills and Features | Design and Appearance,fun and engaging | easy to use | child-friendly | family involvement,Fun and user-friendly device that engages children and the whole family.
1,30-Jul-18,White  Spot,I returnef this item because it does not speak Spanish,0,626,negative,Voice Recognition,does not speak Spanish | returned item,Customer returned the device because it does not support Spanish language.
4,29-Jul-18,Black  Spot,"I am a hardcore fan of Echo. Infact I am in love with all members of my Alexa family. I have Echo, Echo Dot, Echo Plus and now this new toddler Echo Spot. Every variant has its own beauty. I love feel and size of Echo Spot. It’s fabulous as far as looks are concerned. It does not have great Audio quality (which I did not expect at the time of placing order because of its compact and small size). I bought it to connect with my Bose SoundTouch.",1,627,mixed,Design and Appearance | Sound Quality | Smart Home Integration,love design and size | poor audio quality | connect with Bose SoundTouch,Loves the compact design but disappointed with audio quality; intended for external speaker integration.
5,29-Jul-18,Black  Spot,I love being able to have Alexa sing careless whisper into my ear to wake me up.,1,628,positive,Alexa Skills and Features,Alexa sing | wake up feature | enjoyable use,Customer enjoys Alexa's ability to sing and serve as an alarm wake-up feature.
3,29-Jul-18,White  Spot,"Works great as a bedside clock but the microphone for Alexa doesn't work as well as the normal Echo. Sometimes Alexa doesn't hear me when I try to interrupt her it to give new instructions. The speaker also isn't as good as the normal Echo. Screen is small so not really useful for viewing any type of video or for seeing who's at the front door. But, it's great for the bedside.",1,629,mixed,Voice Recognition | Sound Quality | Screen and Display | Device Reliability,works as bedside clock | weak microphone | poor audio | small screen | Alexa doesn't hear commands,"Works well as a bedside clock but has weaker microphone, audio, and screen compared to standard Echo."
5,29-Jul-18,Black  Spot,Love it. Small with good sound,1,630,positive,Design and Appearance | Sound Quality,small | good sound | love it,Customer loves the compact size and good sound quality.
5,29-Jul-18,Black  Spot,"With the combination of this, smart plugins, and the Alex app I can turn stuff on and off with my phone or telling Alexa to do it. I can order stuff, get answers, watch videos, get weather, set alarms, video call, and so much more with this device!",1,631,positive,Smart Home Integration | Alexa Skills and Features | Video and Streaming,smart home automation | order items | watch videos | video call,"Device enables smart home control, shopping, entertainment, and communication with extensive capabilities."
5,29-Jul-18,Black  Spot,"In a matter of minutes it became indispensable addition to our house. Extrimelly useful hub of information, music, automation, communication, and assistant in basic needs. Would love to have a voice personalization. Some things are better not to said aloud but typed (like door unlocking codes) but that is problem of unwitty developers. So far only positive experience. The privacy invasions is happened way before Alexa, it is on your phone no matter brand or carrier. To Alexa defence at list it has a button to turn a microphone off.",1,632,positive,Alexa Skills and Features | Smart Home Integration,indispensable hub | music automation communication | microphone off button,"Highly useful for information, music, automation, and communication with appreciated privacy controls."
4,29-Jul-18,Black  Spot,"I love this device! It's so great. What a great alarm clock and what a surprisingly good speaker! Only reason I didn't give 5 stars was because it needs to have a few more features like playing YouTube videos, and Google play music. The camera is not very good in low light if you decide to drop in and it's dark in the room.Other than those minor things, I love it. Great buy and would buy again",1,633,mixed,Sound Quality | Video and Streaming | Alexa Skills and Features,great speaker | excellent alarm clock | low light camera performance | YouTube not available,Great alarm clock and speaker but lacks YouTube support and has poor low-light camera performance.
5,29-Jul-18,Black  Spot,"Great love the display and easy to use, though still learning what all it can do everyday.",1,634,positive,Screen and Display | Setup and Configuration,love display | easy to use | still learning features,Customer loves the display and finds it easy to use while discovering additional features.
4,29-Jul-18,Black  Spot,"It has been able to interpret my instructions pretty well right from the start, even from a distance. A lot of the skills are excellent. I've added a few of the late shows to my flash briefing but it's ridiculous that it can't access YouTube.It might be important to note that adding an event to your calendar is a task; it seems to have difficulty with the time span of an event. I imagine this is a functionality people would use often.",1,635,mixed,Voice Recognition | Alexa Skills and Features,excellent skills | good voice interpretation | YouTube not accessible | calendar event difficulty,"Strong voice recognition and skills, but lacks YouTube access and has calendar event functionality issues."
5,29-Jul-18,Black  Spot,Setup was easy and it is a fantastic alarm clock,1,636,positive,Setup and Configuration,easy setup | fantastic alarm clock,Easy setup and works great as an alarm clock.
5,29-Jul-18,Black  Spot,"Great product! Highly recommend getting the stand that goes under it, it sits much better on the desk.",1,637,positive,Design and Appearance,great product | stand recommended | desk placement,Great product that benefits from a stand for better desk positioning.
3,29-Jul-18,Black  Spot,Eh it’s cool and all but also kinda boring I don’t really know what to do with it other than it being a desk clock so 3/5 is about right. I can’t connect to my Spotify unless it’s premium and I’m in college and I’m not paying or that or amazon music so,1,638,negative,Alexa Skills and Features,boring functionality | limited use | Spotify premium required,Limited functionality beyond a desk clock; Spotify streaming requires premium subscription.
3,29-Jul-18,White  Spot,I am huge Amazon fan! First to have a kindle and the echo. I waited a bit on this but have wanted it for awhile. I do love it!! My kids love it! They love watching videos and the lyrics to the songs. Now the video calling feature is nothing like how the advertisement made it out. I thought as long as someone would FaceTime me I could do it through that and I can’t. It’s Spot to Spot. Can’t even Skype (which I do often with my aunt). The is my major disappointment with it.,1,639,mixed,Video and Streaming | Alexa Skills and Features,loves product | kids enjoy videos | video calling disappointing | misleading advertisement,"Love the device and video features, but video calling only works Spot-to-Spot, not as advertised."
5,29-Jul-18,White  Spot,LOVE LOVE LOVE THESE. The only think I notice is that it doesn't pick-up my voice and commands as well as my Echo and Echo Dots (we have 4 Echo products throughout our house). I have this in the kitchen and in my bedroom as my alarm clock. I'm no longer searching for a pen and paper to make lists!!!!,1,640,mixed,Voice Recognition | Alexa Skills and Features,loves product | weaker voice recognition | helpful for lists,"Excellent for lists and features, but voice recognition is weaker than other Echo products."
5,29-Jul-18,White  Spot,Love my Amazon products,1,641,positive,,loves Amazon products,Satisfied with Amazon products.
5,29-Jul-18,Black  Spot,"Love my spot. Have that , a dot, and a regular echo",1,642,positive,,loves Spot | multiple Echo devices,Loves the Spot as part of a household Echo device collection.
4,29-Jul-18,White  Spot,Nice upgrade from an Echo Dot.,1,643,positive,,nice upgrade | Echo Dot comparison,Nice upgrade from an Echo Dot.
4,29-Jul-18,Black  Spot,"Works decent, wish it was able to answer more questions....need a better source for info but the rest works great!",1,644,mixed,Alexa Skills and Features,works decent | limited information sources | rest works great,Works well overall but struggles to answer questions due to limited information sources.
5,29-Jul-18,Black  Spot,I can't live without Alexa.,1,645,positive,,can't live without Alexa,Highly dependent on and satisfied with Alexa.
5,29-Jul-18,Black  Spot,Really like it. The screen is a major plus.,1,646,positive,Screen and Display,screen | major plus | like it,"User appreciates the device, particularly praising the screen display."
5,29-Jul-18,Black  Spot,"Didnt think id get an Alexa device, but this is perfect for my home office. the screen adds just that little piece that makes it worth the extra cost of the other Alexa devices. It can show lyrics of songs, play my xm radio, can show videos of movie trailers and news. Its great!",1,647,positive,Screen and Display | Video and Streaming | Alexa Skills and Features,screen adds value | lyrics display | video trailers | news,"Screen display justifies the cost with ability to show lyrics, videos, and news content."
5,29-Jul-18,White  Spot,I love it. I made a group with my echo dot so I get music through my home. I am waiting for the to go on sale again so hopefully I can get another spot for my bedroom.. I love the alarm and weather at the sound of my voice..,1,648,positive,Smart Home Integration | Alexa Skills and Features,group setup | music throughout home | voice commands | alarm and weather,"User enjoys multi-room music and voice-activated features, plans to purchase additional units."
1,29-Jul-18,Black  Spot,"When we first received this product, it was great. However, about a week ago, the device served up a video advertisement around 10:30pm at night and scared myself and my family. If you want to make sure you are protected and don't allow video directly in your home, the spot is not a device that can keep you safe.",0,649,negative,Advertising and Promotions | Device Reliability,unsolicited video advertisement | safety concern | scared family | privacy risk,"Device served unexpected video ad late at night, raising privacy and safety concerns."
5,29-Jul-18,Black  Spot,"It's fun to use, and makes my life easier in some sense.",1,650,positive,Alexa Skills and Features,fun | makes life easier,User finds the device enjoyable and helpful in daily use.
5,29-Jul-18,Black  Spot,"I got my Echo Spot on Prime Day and love it. I think it still is a little expensive, but the chance to save $30 convinced me to buy it. I basically use it as a radio alarm clock because on my old radio the stations would sometimes not come in clearly. I also like the sleep sounds skill, and hearing the weather. I'm still exploring the other skills...just discovered some Star Trek sounds (Alexa, beam me up) which are fun!",1,651,positive,Price and Deals | Alexa Skills and Features,Prime Day savings | $30 discount | radio alarm clock | sleep sounds | Star Trek skills,Purchased on sale and enjoys using as alarm clock with sleep sounds and fun skills.
5,29-Jul-18,Black  Spot,Love this! Replaced an old alarm clock in my bedroom with this. Love that it dims at night. Very responsive to commands.,1,652,positive,Design and Appearance | Voice Recognition,replaced alarm clock | dims at night | responsive commands,Replaced old alarm clock with responsive device that dims at night as intended.
5,29-Jul-18,White  Spot,Love my spot! She even more than I expected! Great size for a bedroom!,1,653,positive,Design and Appearance,exceeded expectations | great size | bedroom friendly,Device exceeded expectations with appropriate size for bedroom placement.
5,29-Jul-18,Black  Spot,So far so good. Just got it and I am trying to figure out all the things it can do. The product itself is very well made.. And easy to set up.,1,654,positive,Setup and Configuration | Design and Appearance,well made | easy setup | exploring features,"User finds device well-constructed and easy to set up, still discovering features."
1,29-Jul-18,White  Spot,After only a couple of days Alexa did not answer. I have disconnected and will see if it does any better after reconnecting.,0,655,negative,Voice Recognition | Device Reliability,stops responding | Alexa not answering | troubleshooting needed,Device stopped responding to voice commands after a couple of days of use.
5,29-Jul-18,Black  Spot,"Perfect! May favorite Alexa device by far, specially if you own ring cameras or amazon cam's it does the job really well. We changed our echo in the main living room and it seems to be more reactive. Good job Amazon!",1,656,positive,Smart Home Integration | Alexa Skills and Features | Device Reliability,favorite Alexa device | Ring cameras integration | more reactive | smart home,Excellent Alexa device that works seamlessly with Ring cameras and is highly responsive.
5,29-Jul-18,Black  Spot,Is great. Use it for music mostly.,1,657,positive,Alexa Skills and Features,great | music | primary use,Great device primarily used for music playback.
3,29-Jul-18,Black  Spot,It won’t receive calls and it’s really hard to call someone who has another echo.,1,658,negative,Alexa Skills and Features,won't receive calls | hard to call | Echo users only,Device cannot receive calls and calling other Echo users is difficult.
5,29-Jul-18,Black  Spot,This is our first step into a smart home. Soon as I added one item to the grocery list I started loving it. My wife was so-so about it ‘til I opened rain sounds. She’s a convert. 😉 LOVE these and the dots.,1,659,positive,Smart Home Integration | Alexa Skills and Features,first smart home device | grocery list | rain sounds | converts family,Excellent entry into smart home; grocery list and ambient sounds features won over family.
5,29-Jul-18,Black  Spot,"Like the little spot, now our guest room is Alexa enabled.",1,660,positive,Smart Home Integration | Design and Appearance,guest room | small size | Alexa enabled,Compact device effectively brings Alexa functionality to guest room.
5,29-Jul-18,Black  Spot,We love our echo spots. We now have three through the house and like that you can drop in on the other spots. We do wish the clock faces had more customization options and that there were more faces in general.,1,661,mixed,Smart Home Integration | Alexa Skills and Features | Design and Appearance,three units | drop-in feature | limited clock customization | few clock faces,"Love the devices and drop-in feature, but wish clock faces offered more customization options."
5,29-Jul-18,Black  Spot,It’s very smart and sweet design,1,662,positive,Design and Appearance | Alexa Skills and Features,very smart | sweet design | attractive,"Smart device with an attractive, well-designed appearance."
5,29-Jul-18,Black  Spot,Love this for bedside clock/alarm/radio. Face can dimat night so it’s not bright for sleeping.,1,663,positive,Alexa Skills and Features | Design and Appearance,bedside clock | alarm | radio | dimmable display | sleep-friendly,"Perfect bedside device with dimmable display for nighttime use as clock, alarm, and radio."
5,29-Jul-18,White  Spot,Love this product I use it as my bedroom clock perfect size with a lot of other options. The only thing I would like to see them add on to it is the ability to fall asleep to mu as if and set a timer for it to go off on it's own. Like you can with tv t hcfe sleep mode.,1,664,mixed,Alexa Skills and Features | Design and Appearance,bedroom clock | perfect size | many options | missing sleep timer | sleep music,"Excellent bedroom clock with good options, but lacks sleep timer and sleep music functionality."
5,29-Jul-18,Black  Spot,Love this. So glad I purchased,1,665,positive,,love | glad purchase | satisfied,Customer is very satisfied with their purchase of this product.
5,29-Jul-18,Black  Spot,I wanted to see my security video cameras without having to use my phone. Works great and extremely easy to set up.,1,666,positive,Video and Streaming | Smart Home Integration | Setup and Configuration,security video cameras | easy to set up | works great,Easy setup enables viewing security cameras without a phone.
5,29-Jul-18,Black  Spot,The Echo Spot is great!,1,667,positive,,Echo Spot | great,User is satisfied with the Echo Spot.
5,28-Jul-18,Black  Spot,We bot 2 on Prime day one for use as a clock/radio in the bedroom and one in the family room to control lights and watch the front door when the doorbell rings. Music sound is very good not as good as the Echo but way better than our Dots. If we could only buy 1 Amazon device it would be the Spot.,1,668,positive,Sound Quality | Smart Home Integration | Video and Streaming,clock and radio | control lights | front door video | sound quality,Excellent device for bedroom and family room with good sound and smart home features.
5,28-Jul-18,Black  Spot,I bought two one for my office and one for my bedside table. They are fantastic the screen is just big enough when using the drop in feature to communicate with my mom. I can’t wait for prime day again to get one for my moms bedside table.,1,669,positive,Screen and Display | Smart Home Integration,screen size | drop in feature | communicate with family,Screen size and drop-in communication feature make it fantastic for family connection.
5,28-Jul-18,White  Spot,"Fantastic product, absolutely love it!",1,670,positive,,fantastic product | absolutely love it,User loves the product and finds it fantastic.
3,28-Jul-18,White  Spot,I do like the product we bought it on Prime day but this week it was $30 cheaper then Prime day. Still a really cool device. I wish I would have waited.,1,671,mixed,Price and Deals,Prime day purchase | price dropped | cool device,Good device but buyer regrets Prime Day purchase due to lower price the following week.
5,28-Jul-18,Black  Spot,still learning how to ise it but is DOES NOT disappoint. I’m giving to everyone for Christmas so I can “check in” on them unnannounced like they do me...just show up with no advanced warning!!!,1,672,positive,Alexa Skills and Features | Smart Home Integration,drop in feature | checking in on family | Christmas gift,Device enables unexpected family check-ins and is great as a gift.
4,28-Jul-18,White  Spot,Very helpful with daily activities,1,673,positive,Alexa Skills and Features,daily activities | helpful,Device helps with daily activities.
5,28-Jul-18,Black  Spot,Exactly as advertised,1,674,positive,,exactly as advertised,Product meets expectations and advertising claims.
5,28-Jul-18,Black  Spot,"More than I expected. I use it for timers, alarms, shopping lists, calendar events, news, weather, and so much more.",1,675,positive,Alexa Skills and Features,timers | alarms | shopping lists | calendar | news | weather,Versatile device exceeds expectations with multiple useful features.
4,28-Jul-18,White  Spot,I really like it works well trivia games and shopping on it is fun.Sometimes it misunderstands what I say but other then that the speaker is decent video chat is good but you do need to be in a well lit room so the other end can see you lol.,1,676,mixed,Voice Recognition | Alexa Skills and Features | Video and Streaming,voice misunderstanding | trivia games | shopping | video chat | lighting requirements,"Device works well for games and shopping, but voice recognition occasionally misunderstands commands."
5,28-Jul-18,Black  Spot,Fun to work with still learning everything she can do,1,677,positive,Alexa Skills and Features,fun to use | learning capabilities | still discovering features,User enjoys exploring the device's features and capabilities.
5,28-Jul-18,White  Spot,Awesome. I love that it shows the lyrics of songs!,1,678,positive,Alexa Skills and Features | Video and Streaming,lyrics display | music feature | awesome,User loves the song lyrics display feature.
5,28-Jul-18,Black  Spot,Love the alarm feature...just tell what time.,1,679,positive,Alexa Skills and Features | Voice Recognition,alarm feature | voice control | convenient,User appreciates the voice-controlled alarm feature.
3,28-Jul-18,Black  Spot,I think the dot listens better than spot.,1,680,positive,Voice Recognition,better listening | dot comparison | improved recognition,Device listens better than the Dot model.
4,28-Jul-18,Black  Spot,Had a dot and upgraded to this! I like it. My only complaint is the very short instructions,1,681,mixed,Setup and Configuration,upgraded from Dot | likes it | insufficient instructions,User enjoys the upgrade but finds the instructions too brief.
4,28-Jul-18,Black  Spot,"Big step up from the Dot! Dropped one star due to consistent delay in bringing up Ring Pro video, though looks great once the feed is displayed.",1,682,mixed,Video and Streaming | Device Reliability,upgrade from Dot | Ring video delay | video quality good,Significant upgrade but Ring video feed has consistent delays before displaying.
5,28-Jul-18,White  Spot,Easy set up and to use. I bought two one for my house and one for my 75 year old grandfather. I set it up for him a gave him a 15 minute lesson and he calls me at least once a day it’s is great to be able to see him in between visits.,1,683,positive,Setup and Configuration | Video and Streaming,easy setup | gift purchase | senior-friendly | family connection,Easy setup and use; enables convenient video communication with elderly family member.
2,28-Jul-18,Black  Spot,I wanted to use it as a clock in our bedroom. But the font is too small to see from any distance. And apparently you can't change it.,0,684,negative,Screen and Display,font too small | bedside clock use | visibility problem | no font adjustment,Clock display font is too small to read from distance and cannot be changed.
5,28-Jul-18,White  Spot,Great size for bedside. Plus it dims at night!!,1,685,positive,Design and Appearance | Screen and Display,good bedside size | night dimming | compact design,Compact size suits bedside placement and automatically dims at night.
4,28-Jul-18,Black  Spot,"I love it and it works great, the only issue is the “drop in” FaceTime like feature sometimes lags, but that could possibly be an issue with my WiFi for where we have it located in the house.",1,686,positive,Device Reliability | Wi-Fi Connectivity,works great | drop in FaceTime lag | WiFi issue,Device works well overall; occasional FaceTime lag possibly due to WiFi placement.
5,28-Jul-18,Black  Spot,"Love to have meditation music, I use it as a morning alarm, just to mention few in general I love it",1,687,positive,Alexa Skills and Features,meditation music | morning alarm | love it,User loves meditation music and alarm features on the device.
5,28-Jul-18,Black  Spot,"I don't know why I like it, but I do. It's like an all-in-one alarm clock. If you have other alexa devices, you know what it is. If you are looking to get an alarm clock, this is the one to get (yes, its much more than that). It shows you the time, it shows you the weather, its touch screen, it shows you music lyrics, and it does all the things your typical alexa device does. It's quite loud for its size as well (sound way better than echo dot). It also does video calling, which is pretty awesome. The viewing angle is great, so even if its sitting fairly high up, you can still see the display well enough.",1,688,positive,Screen and Display | Sound Quality | Alexa Skills and Features,all-in-one alarm clock | touch screen | video calling | great viewing angle | loud sound,"Excellent multifunctional device with great display, sound quality, and video calling capabilities."
5,28-Jul-18,White  Spot,Quick and easy to set up,1,689,positive,Setup and Configuration,quick setup | easy to set up,Device setup process is quick and easy.
3,28-Jul-18,Black  Spot,I was hoping for a better clock face to make this an alarm clock replacement . The display brightness dims too much at night to accomplish this task.The display works well for camera viewing.It is an attractive device. and a decent value at $99,1,690,mixed,Screen and Display | Price and Deals,display dims at night | poor clock face | attractive | decent value,"Good value and appearance, but display dims too much at night for alarm clock use."
4,28-Jul-18,Black  Spot,I’m a fan of echo devices. I think it’s a great alternative to a clean clock. I like using it to adjust the lightning in the room and listening to sounds to help sleep. My two year old sleeps so much better with it on. We also use it to tell my two year old stories. Only issue is the volume of alexa speaking when you tell her to turn off the lights is loud when the volume is set to what you want to listen to the music at night,1,691,mixed,Smart Home Integration | Alexa Skills and Features,adjusts lighting | sleep sounds | loud Alexa voice | storytelling,Great for home control and children's sleep; Alexa's voice volume is too loud when adjusted for music.
5,28-Jul-18,White  Spot,"I own 5 Echo devices, consider me addicted! This little number is awesome, not only do I like that it displays, the sound is great and it has the same dependable functionality as other Echo devices. One feature I really like is how it slowly dims after I turn off my bedroom light, so I have a night light for a bit. I love Echo devices and have just about run out of places to put them!",1,692,positive,Sound Quality | Device Reliability | Alexa Skills and Features,great sound | dependable functionality | night light feature | display,"Reliable Echo device with excellent sound, useful night light feature, and strong performance."
5,28-Jul-18,White  Spot,I enjoy this little thing a lot. Will do almost anything. I like the jokes it tells. I’m still learning different functions,1,693,positive,Alexa Skills and Features,tells jokes | learning functions | enjoy it,User enjoys the device and appreciates joke-telling and various functions.
5,28-Jul-18,Black  Spot,Best looking Echo device. Easy to use,1,694,positive,Design and Appearance,best looking | easy to use,Attractive design with easy-to-use interface.
5,28-Jul-18,Black  Spot,A helpful product with a few glitches eg inability to occasionally access all flash briefing stations and understand or answer certain questions but Amazon will likely fix and improve it.,1,695,mixed,Alexa Skills and Features | Device Reliability,helpful product | occasional glitches | flash briefing issue | question recognition,Helpful device with occasional glitches in flash briefing access and question comprehension.
5,28-Jul-18,White  Spot,we like it. very convenient,1,696,positive,,convenient | likes it,User finds the device convenient and likes it.
4,28-Jul-18,White  Spot,I love the size of the echo spot. It fits on my nightstand but has all of the capabilities of my echo show. I like going to sleep with the lightening storm. The images along with the sounds are very relaxing. The calling and messaging feature is great. It’s small enough to take with when we travel. I love and own most of the Alexa products. Our whole family uses them.,1,697,positive,Design and Appearance | Alexa Skills and Features | Video and Streaming | Gift Purchase,perfect size | nightstand | lightning storm relaxing | calling and messaging | travel portable | whole family uses,"Echo Spot's compact size, relaxing features, and portability make it ideal for personal and family use."
5,28-Jul-18,Black  Spot,The amazon Alexa is so nice to have she wakes me up in the morning with alarms and is great if you have prime because she can do a lot more plays any songs you want her to play and she can even make playlists of your favorite songs i love the Alexa because she has games you can play ad you can watch videos or movie trailers on the screen!,1,698,positive,Alexa Skills and Features | Voice Recognition | Video and Streaming,morning alarms | plays songs | makes playlists | games | watch videos,"Alexa offers convenient alarms, music, playlists, games, and video playback with great functionality."
5,28-Jul-18,Black  Spot,Easy to use easy to set up,1,699,positive,Setup and Configuration,easy to use | easy to set up,Device is easy to use and set up.
5,28-Jul-18,Black  Spot,I love my echo spot that my daughter and son in law got me for my birthday. Alexa wakes me each morning and plays music when I ask.,1,700,positive,Alexa Skills and Features | Gift Purchase,birthday gift | morning alarms | plays music,Echo Spot serves well for alarms and music playback as a birthday gift.
1,28-Jul-18,White  Spot,"This product currently has two related software flaws that make it completely unusable:1) There is a &#34;card&#34; on the homescreen called &#34;Things To Try&#34; -- it's an ad for other Alexa services you can try. You can turn off all the other homescreen cards, but not this one.2) By default, the homescreen cards &#34;cycle&#34; automatically, which is incredibly annoying. There is a setting where you can opt to have the cards only &#34;cycle once&#34; instead of &#34;cycle continuously&#34;, but critically *this setting does not work*. My unit has been set to &#34;cycle once&#34;, and the cards still continue to cycle all the time. Have rebooted the device, re-set, etc etc.Until these two obvious software issues are fixed, in my opinion the product is useless.",0,701,negative,Advertising and Promotions | Device Reliability,unusable software flaws | forced ads | cards cycle constantly | setting doesn't work | completely broken,Persistent software bugs with unskippable ads and malfunctioning card-cycling settings render device unusable.
5,28-Jul-18,Black  Spot,Great deal on prime day,1,702,positive,Price and Deals,Prime Day deal | great price,User got a great deal on Prime Day.
5,27-Jul-18,White  Spot,Excelente su funcionamiento y llama la atención la rapidez de respuesta y el control que se logra a través de la utilización con Alexa. Me sorprendió gratamente. Muy recomendable.,1,703,positive,Voice Recognition | Alexa Skills and Features,excellent functionality | rapid response | good control | impressive | recommended,Device impresses with rapid Alexa response and excellent control functionality.
5,27-Jul-18,Black  Spot,"Purchased this on Prime Day and I absolutely love it! I had the Echo Dot on my nightstand, but I really missed a display. This is perfect and the speakers are excellent.",1,704,positive,Price and Deals | Screen and Display | Sound Quality,Prime Day purchase | display upgrade | excellent speakers,Prime Day purchase provides display upgrade from Echo Dot with excellent speakers.
4,27-Jul-18,Black  Spot,"Yes it met my expectations. The snooze on the alarm needs a but of work. Tap it and it snoozes, swipe up and it prompts you to dismiss. But without my glasses I can't read it and often it just snoozes. Then one day I must have dismissed tomorrow's alarm because it never went off. I have it set for Mon-Thu. Fri I don't need to get up early. A more apparent indicator of the alarm set would be nice. My old alarm had a red light.",1,705,mixed,Alexa Skills and Features | Screen and Display,met expectations | alarm snooze confusing | small text hard to read | needs improvement | alarm indicator unclear,"Device meets expectations overall, but alarm snooze interface and visual indicators need improvement."
5,27-Jul-18,Black  Spot,"Great product, and i like the screen for a alarm clock",1,706,positive,Screen and Display,great product | screen for alarm clock | satisfied,Customer appreciates the product and finds the screen useful for an alarm clock.
5,27-Jul-18,Black  Spot,"Such a fun, easy, and convenient device to have around the house. No need to pick up my phone to look something up, just a few words and the world is at your fingertips. The speaker puts off great sound and the screen is crisp. The price is right for a device like this.",1,707,positive,Sound Quality | Screen and Display | Price and Deals | Alexa Skills and Features,fun and convenient | great sound | crisp screen | right price,Device is convenient with excellent sound and display at a fair price.
4,27-Jul-18,Black  Spot,"A great replacement for the bedside alarm clock, which had a funny habit of going off at 12am every time the cleaning ladies came through. We mostly use it to turn the ceiling fan lights on and off, while leaving the fan running. Only gripe would be the mic sensitivity, which doesn't appear be as good as the View or Gen2. It can get a little frustrating having to repeat yourself.",1,708,mixed,Voice Recognition | Smart Home Integration,great replacement alarm clock | smart home control | mic sensitivity issue,Good alarm and smart home device but voice recognition requires frequent repetition.
5,27-Jul-18,White  Spot,This product has made my life much simpler with a little one. I use it a lot for music and when i have my hands full turning it on/off or up/down is a breeze. The screen is a great novelty where i can watch the news!,1,709,positive,Voice Recognition | Screen and Display | Alexa Skills and Features,simplified life | hands-free control | music playback | news screen,Hands-free control and news display make it convenient and useful for busy parents.
4,27-Jul-18,White  Spot,Works well and was easy to set up.,1,710,positive,Setup and Configuration | Device Reliability,works well | easy setup | reliable,Device functions reliably and was straightforward to set up.
5,27-Jul-18,Black  Spot,"Love my spot, it now acts as my new alarm.",1,711,positive,Alexa Skills and Features,love it | alarm clock function | satisfied,Customer loves the device and uses it effectively as an alarm clock.
5,27-Jul-18,White  Spot,This is the one of my favorite Amazon devices. Have one in my bedroom and use as alarm clock. Perfect addition to our home of Alexa devices.,1,712,positive,Smart Home Integration | Alexa Skills and Features,favorite Amazon device | alarm clock | Alexa ecosystem | perfect addition,One of customer's favorite Alexa devices that works well as an alarm clock.
